Link,Title,Location,Salary,Summary
https://kr.indeed.com/viejob?jk=917cc06120add6e1 ,Data Scientist,Soomgo 서울 강남구,,년 이상 경력자 • Stakeholder와의 원활한 커뮤니케이션 능력 • SQL 능숙하게 활용 가능한 분 • Python을 활용한 수학적 통계 분석 및 모델링 가능한 분 • 다양한 머신러닝 알고리즘을 적재적소에 활용해본 경험...
https://kr.indeed.com/viejob?jk=ea3b136c0ff59524 ,데이터분석가(게임어뷰징 탐지),Nexon 성남 분당구,,"시스템 운영 등의 빅데이터 활용 업무경력) - 논리적이고 체계적인 문제 해결 및 커뮤니케이션 능력 - Python, Scala 등과 같은 프로그래밍언어로 데이터 분석 및 모델링 능력 (탐색적 데이터분석/ 데이터 전처리..."
https://kr.indeed.com/viejob?jk=20d40ee61adffeca ,챗봇 플랫폼 개발자,카카오 4.2 성남 판교역,,"서비스에 대한 두려움이 없으신 분 서버 개발 Java, Scala, Kotlin 등의 JVM 기반 언어 및 Python을 이용해서 실서비스 개발 및 운영해보신 분 데이터 엔지니어 Kafka, Elasticsearch..."
https://kr.indeed.com/viejob?jk=0bce5c7e8c1e521d ,경력직 - [피파온라인4] 테크니컬 아티스트,Electronic Arts 서울,,"Max script, Mel Script 1) - Understanding and utilizing C# or Python language - Experience creating or plug-in tools related..."
https://kr.indeed.com/viejob?jk=28cde36427979564 ,PC플랫폼 운영을 담당할 를 합니다.,Nexon 성남 분당구,,"Powershell, VBS, Python 등을 이용한 시스템 자동화... 있는 경우 우대하여 평가한다. -개발경력 보유 :JAVA/C/C++/ Python/VBS 등을 이용해 개발 및 분석이 가능한 분 -영어회화 가능자..."
https://kr.indeed.com/viejob?jk=68ee194a9d487aac ,Data Engineer,고도소프트 서울 구로구,,"MongoDB, CouchBase, Hadoop, Redis 등 운영 경험이 있는 분 - PHP, Python, JAVA, GO 중 1개 이상 사용한 개발이 가능한 분 우대사항 - Spark, ELK, R, MapReduce..."
https://kr.indeed.com/viejob?jk=ca0f5a6068e6d5c4 ,"UI/UX개발/고객행동분석 (Python, GA, Database)",온누리아이코리아 서울 용산구,,기획·전략>일반기획|경영·인사·총무·사무>경영·기획·전략>전략기획|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드...
https://kr.indeed.com/viejob?jk=23653a7b50bb938d ,2020 2nd 넷맨 신입 및 경력사원 공개,넷맨 서울 금천구,,인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드...
https://kr.indeed.com/viejob?jk=339f16c3c77753a7 ,Data Science Engineer (LINE AI Services...,LINE Plus corporation 성남 서현역,,"통계 지식 보유자 - 데이터 파이프라이닝/전처리를 직접 수행하여 분석/모델까지 도출할 수 있는 자 - Python, Scala, SQL 등의 프로그래밍 언어를 사용할 수 있는 자 - 해외 출장/근무에 결격 사유가 없는..."
https://kr.indeed.com/viejob?jk=b2ebc1da56d8b120 ,GNI 소프트웨어 개발자,KAN 울산 북구,,"2,3년제 졸업자는 2년이상 경력자 C#, python 등 가능자 인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어"
https://kr.indeed.com/viejob?jk=7ba299372085ae8b ,"서버응용(WAS) 개발 외 JSP, Java, JavaScript 신입/...",베가웍스 세종특별자치시,,인터넷·IT·통신·모바일·게임>웹프로그래머>XML|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viejob?jk=96a87e4193c82cc1 ,"유니챌 SW 개발자 (JavaScript, React Native, Py...",유니챌 서울 금천구,,"- 컴퓨터/시스템공학 - 공학계열 - 해당직무 근무경험 유니챌주식회사 SW개발 신입/경력 정규직, 프리랜서 채용 모집부문 및 자격요건 모집부문 담당업무 자격요건 인원 SW개발 [담당업무] - 웹 개발 및 응용 소프트웨어 개발..."
https://kr.indeed.com/viejob?jk=f179ae9ce0b642be ,삼성 청년SW아카데미 4기,멀티캠퍼스 서울,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viejob?jk=6b65a5a35da64ed3 ,[카카오 클라우드] 클라우드 개발자(Monitoring as a Serv...,카카오 4.2 성남 판교역,,"이하 한 가지 이상의 서비스에 대해서 초기 설계 참여, 개발, 운영을 해보신 분 java, golang, python 중 한 가지 언어를 능숙하게 사용할 수 있으신 분 람다 아키텍처 형태의 서비스 개발, 운영 경험이 있으신..."
https://kr.indeed.com/viejob?jk=feef527463fcc0ad ,2019년도 기후과학국 공무직 근로자,기상청 대한민국,,"임용시험령」등 관계법령에 의하여 응시자격을 정지당하지 않은 자 대기과학 관련분야로서 자료처리 및 그래픽( Python, IDL, NCL 등) 등 프로그래밍 가능자 ※ 대기과학 관련분야: 기상학, 환경학, 지구과학, 물리학..."
https://kr.indeed.com/viejob?jk=ed01bcce65f5abd3 ,Mechanical BOP 그룹 유망계열사,그룹 유망계열사 경기도,,"해결 기법 역량 - Test 관련 Software (Excel, Minitab, Lab view, C 또는 Python) 활용 능력 - Communication 및 의견 조율 역량 경험 (Experience) - Power..."
https://kr.indeed.com/viejob?jk=c03c273e6121c0e2 ,(클라우드플랫폼) 클라우드 솔루션 아키텍트 모집,카카오엔터프라이즈 성남 삼평동,,"우드 전환 프로젝트 수행 경험 보유하신 분 - 프로그래밍 개발 및 스크립트 작성이 가능하신 분 (Bash, Python, Golang, etc) - 고객 요구 사항에 대한 해석과 이슈 도출 바탕... 설계 가능한 분..."
https://kr.indeed.com/viejob?jk=88c3cedc8998190f ,APEC 기후센터 (전산통계 연구원),기상청 대한민국,,"및 자동화 프로그래밍 - 전산통계학, 응용통계학 학사 이상 소지자 - 자료처리 및 분석을 위한 R 및 Python 등 프로그래밍 가능자(필수) - 기초 공간분석 (GIS data analysis) 경험자 - 실전 중심..."
https://kr.indeed.com/viejob?jk=9c8217b043a1c66f ,"Applications Engineer, Staff",Synopsys 서울,,related experience preferred. Familiar with Linux/UNIX and Python. Job Category Engineering Hire Type Employee Country...
https://kr.indeed.com/viejob?jk=692486e7a2b0522e ,데브옵스 솔루션 개발자,Nexon 성남 분당구,,"자동화 솔루션 개발 - 애플리케이션 배포 자동화 솔루션 개발 지원자격 - 전체 개발 경력 3년 이상 - Python , Go 등의 서버 사이드 개발 경력 - RESTful API에 대한 이해 - Javascript..."
https://kr.indeed.com/viejob?jk=530a598184580c95 ,데스크탑 가상화(VDI) 엔지니어,카카오 4.2 성남 판교역,,"기본적 이해 리눅스 시스템에 대한 기본적 이해 우대사항 시스템 엔지니어 경력자 Powershell, Python, Shell 스크립트를 이용한 인프라 관리 자동화 경험자 부드러운 커뮤니케이션, 친절한 마인드의 소유자..."
https://kr.indeed.com/viejob?jk=79aa0ecba6067f06 ,[Clova] Clova Platform Backend 개발자 경력사원,네이버 대한민국,,자격요건] - 백엔드 서비스 개발 경험 3 년 이상 또는 그에 준하는 역량을 가진 분 - Go/Java/ Python/C++ 중 1 개 이상의 프로그래밍 언어에 익숙하신 분 - 웹 / 모바일 서비스의 일반적인 아키텍쳐 이해...
https://kr.indeed.com/viejob?jk=57cf3c5db3b822fc ,자동차 전장부품 모션제어 경력인재- 자동차부품 우량대기업,에스에프인촌 서울 강남구,,C++ / Javascript / Python 경험자 - EtherCAT... 로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신...
https://kr.indeed.com/viejob?jk=05ce3c7d5c6c368c ,Research Engineer - Machine Learning,AITRICS 서울,,learning approaches One or more software engineering skills ( Python preferred) Experience in using deep learning frameworks...
https://kr.indeed.com/viejob?jk=fd0e5f5aa2592df1 ,[해외취업] IT엔지니어,유아솔류션즈 대한민국,"연봉 21,000,000원 - 22,000,000원","Swift iOS/Android 스마폰 소프트웨어 개발, WEB 서비스 개발, 업무 소프트웨어 개발. ・ Python/Perl AI,시뮬레이션 및 빅크 데이터분석 Tool구사와 개발 통신/운통 운영시스테므 개발 ・C/C++..."
https://kr.indeed.com/viejob?jk=cdb73ed97e74098a ,Senior Back-End Developer,Asiance 서울,,"deployment. • 배포는 주로 Docker 사용. • PHP, Python for backend development. • PHP, Python 등을 사용하여 백엔드 개발. • MySQL for structured..."
https://kr.indeed.com/viejob?jk=1f542078927eb1e4 ,Data Center Technician,Amzn Corporate Services Korea 서울,,"스크립팅 기술 - Bash, Python, Perl 등 보유자 · 프로젝트... vendors · Scripting skills - Bash, Python, Perl, etc. · Project coordination..."
https://kr.indeed.com/viejob?jk=cb286253682cb876 ,[던전앤파이터] 클라이언트 툴 프로그래머,네오플 서울 강남구,,"경험이 있으신 분 - DB / Web 기반 툴 제작 경험이 있으신 분 - 스크립트 언어로 작업을 해보신 분 ( python, php 등) - 외부 도구(3rd party tool)를 평가 / 적용 / 커스터마이즈 적용 능력이..."
https://kr.indeed.com/viejob?jk=02dd3cb5f0906404 ,Data Engineer,레이니스트 서울,,"이상 Data Collection, Data Pipeline, Data Warehouse 구축 경험 보유 Python / Java(Scala) 를 이용하여 데이터 처리 개발 가능 AWS, GCP 중 하나 이상의 클라우드 환경..."
https://kr.indeed.com/viejob?jk=91d6041cfb272f25 ,(IT인프라) 보안팀 엔지니어,크래프톤 성남 백현동,,"지식 보유 우대사항 -Windows와 Linux를 자유롭게 이용하는 분 -PowerShell, Python 등을 이용해 Tool을 개발할 수 있는 분 -영어를 읽고 쓰고 말하기에 자유로운 분 근무조건 - 근무형태..."
https://kr.indeed.com/viejob?jk=952e0a8d9bac4aea ,고성능 게임 피드백 서버 개발,Nexon 성남 분당구,,"및 ML 알고리즘을 실행 하는 서버 개발 지원자격 - (필수) 한 가지 이상의 개발 언어(C++, C#, Python 등)에 숙련된 프로그래밍 능력 - RESTful API 및 TCP/UDP 서버 개발 경험 및 네트워크와..."
https://kr.indeed.com/viejob?jk=a23938a1b6969c37 ,[Data Lab] 빅데이터 활용 개발 경력사원,네이버 대한민국,,"지표 분석 또는 집계 경험이 있거나 , 데이터 파이프라인 구축 및 개발 경험 - Java, Scala, Python 등의 최소 1 가지 언어를 활용한 소프트웨어 개발 역량 - 리눅스 환경에서의 시스템 개발 및 운영 경험..."
https://kr.indeed.com/viejob?jk=cae2de07045cfb2b ,"Java, Python 영상툴 개발자",에이아이메이커 서울 마곡동,,원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지...
https://kr.indeed.com/viejob?jk=481f953ccaa4bc96 ,AI 연구/개발 직군 모집,넷마블 서울 구로구,,"ML 관련 분야 경력 6년 이상 - Cloud 서비스 활용 경험 - Python, C/C++, SQL 사용 가능 - Tensorflow 또는 상응하는... 웹 서비스 구축 등 자격요건 - Python 에 능숙하고 C/C++ 혹은..."
https://kr.indeed.com/viejob?jk=3be9c091be0a88a8 ,MySQL 운영 및 개발 DBA (경력),네오위즈 대한민국,,있는 분 - Unix(Linux) / Windows Script 작성 능력을 갖춘 분 - Java / python 개발 능력을 보유한 분 모집기간 채용시 마감 고용형태 정규직 전형방법 서류전형 - 1차면접(실무...
https://kr.indeed.com/viejob?jk=5a19ae6451c7b01b ,"2019년도 제1회 국가기상위성센터 공무직근로자(연구원, 전문연구요원)...",기상청 대한민국,,"소지자 ※ 전산 프로그램 개발이 능숙한 자 (Fortran, C, Python, Shell 등) ※ 위성통신(송수신체계 및 전파 환경분석 관리 등... 능숙한 자 (Fortran, C, Python, Shell 등) 채용분야..."
https://kr.indeed.com/viejob?jk=1a33a9c8b9904546 ,[해외취업] 고급 IT 엔지니어,株式会社ASCOM 대한민국,,"일본어 능력은 상관없음.  python,C++,C,C#,ASP.net,JAVA,VB.net,swift,IOS,Android,kotlin 중 한가지 이상 개발 경력이 3년 이상인 자. [ python] * AI, 사물 인터넷..."
https://kr.indeed.com/viejob?jk=bd47be8c217b1a6e ,PDC SW Engineer (R&D Extension),Applied Materials Inc. 경기도 화성,,"engineer with C, C++, C#, Java, MATLAB, SQL data base, Python, Excel Macro Qualifications Education: Bachelor's Degree..."
https://kr.indeed.com/viejob?jk=3c63bba3ee9b3090 ,"Tech U Associate Solution Architect, Pub...",Amazon Web Services Korea LLC 서울,,"languages: Java, Python, Ruby, Node.js... programming (Node.JS, Java, Ruby, C#, Python, or PHP) · Demonstrated ability..."
https://kr.indeed.com/viejob?jk=7c7f6f9c070d78bd ,Robot SW Engineer 그룹 IT인프라 구축,그룹 IT인프라 구축 서울특별시,,"대한 기본 이해(Git 등)"" Skill - Robot Application 개발 기술: C#, C++, Python, ROS, Linux 등 - Machine Learning 적용 알고리즘 구현 및 운영 - Vision..."
https://kr.indeed.com/viejob?jk=deb23c0881100256 ,FDS 서버 개발,LINE Plus corporation 성남 판교역,,"visualize [자격요건] - 실시간 데이터 처리, pipeline 개발 경험 - java, python 중 하나 이상 언어에 익숙한 자 - Kafka Producer, Consumer 개발 경험 - 시스템 장애..."
https://kr.indeed.com/viejob?jk=5e59f68707c8d65a ,동아대학교 미디어디바이스연구센터 S/W Engineer 연구원,동아대학교 산학협력단 부산 사하구,"연봉 24,000,000원 - 26,000,000원","펌웨어, 임베디드, 윈도우 어플리케이션 개발 - AI 모델, Back-End 개발 - C/C++(필수), Python, JAVA (옵션) - Caffe, Tensorflow, Keras 등 딥러닝 프레임워크 경험자 우대..."
https://kr.indeed.com/viejob?jk=8ba3d9a97f33e180 ,자동차 전장부품 소프트웨어(SW) 개발 - 자동차부품 우량대기업,에스에프인촌 서울 강남구,,C++ / Javascript / Python 경험자 - EtherCAT... 로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신...
https://kr.indeed.com/viejob?jk=385c58c7ced1d77b ,데이터 사이언티스트 지향하는 데이터 엔지니어,카카오 4.2 성남 판교역,,"Spark 등 빅데이터 분석 플랫폼을 사용하여 대용량 데이터의 수집,가공이 가능한 분 프로그램 개발(Java, python 등) 기술을 보유하신 분 직무 관련 경력 2년 이상 어떤 일이라도 중요하게 여기며 책임감 있게 진행할..."
https://kr.indeed.com/viejob?jk=e787fde04b998e1a ,게임이상탐지팀 서비스 개발자,Nexon 성남 분당구,,"대용량 데이터를 요청에 맞게 전달하는 API 개발 - AWS 인프라 구축 및 운영업무 지원자격 - python, node.js, C#, Java등 한 가지 이상의 언어를 능숙히 사용 가능하신 분 - 관련 분야 5년 이상..."
https://kr.indeed.com/viejob?jk=dab3f72b35f4bc7e ,[ 2020 YG ENTERTAINMENT ] 정보관리 경력 (IT시스템...,YG 엔터테인먼트 서울 합정동,,"리기사 보유자 - 개발 프로젝트 참여 경력 보유자 - PM/PL 업무 수행 가능자 - 개발언어(PHP/ Python), SE/NE 업무 가능자 - 원만한 커뮤니케이션 및 교류 가능자 # 접수방법 - 당사 Recruit..."
https://kr.indeed.com/viejob?jk=0b26563bca06270f ,인공지능 전문기업 마인즈랩 App Developer,마인즈랩 성남 분당구,,"시스템프로그래머시스템프로그래머 인공지능(AI).빅데이터인공지능(AI), 빅데이터, Python 전자.제어.전기어플리케이션 설계 산업별(업종) SI.SM.ERP.CRM BigData, DataWarehouse"
https://kr.indeed.com/viejob?jk=1ee2005a03291881 ,"연구소 우수인재 (SW개발, HW개발, FW개발, 영상처리, AI, 기구...",제노레이 성남 중원구,,"수학기반 논문 해석 가능자 [우대사항] OpenCV, Matlab, python 병렬 처리 프로그래밍 (Cuda, OpenCL) 가능자 X-Ray... Learning 개발/응용경험자 Python 또는 C/C++ 이용 가능자..."
https://kr.indeed.com/viejob?jk=8e97a01120a4b368 ,Web Developer,태그바이컴퍼니 서울 강남구,,"507, (삼성동) 8F 기술 스택 Python 업무 소개 • 인플루언서... 모바일>스마트폰 어플리케이션(App)|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viejob?jk=b4bd6d5bad3b761c ,사내 시스템 (O365) 구축/관리 엔지니어,Nexon 성남 분당구,,"가상화 플랫폼 구축/운영 경험자 - Windows 환경 운영에 따른 스크립트 경험자(Powershell, python 등) - 다양한 오픈소스를 활용하여 인프라 구축/운영 경험자 우대사항 - 사내 유관부서와 원활한 커뮤..."
https://kr.indeed.com/viejob?jk=2f64e12e457da027 ,동대문구 국비 무료 훈련생,동대문여성인력개발센터 서울 동대문구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viejob?jk=f179ae9ce0b642be ,삼성 청년SW아카데미 4기,멀티캠퍼스 서울,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viejob?jk=be6c1f03fa566f8e ,추천 시스템 연구/개발,카카오 4.2 성남 판교역,,"Content-based Filtering, Matrix Factorization 프로그래밍 언어 Python, C/C++, Go, Java, Scala, Matlab, R 관련 서비스 미디어다음, 브런치, 카카오TV..."
https://kr.indeed.com/viejob?jk=e393fa440b668be7 ,Data Analyst,토스 서울 강남구,,"박사 학위 소지하신 분 혹은 경험이 풍부하신 분 Data Warehouse 구축 지식이나 경험이 있으신 분 Python, R, Spark 등 언어 및 데이터 프로세싱 프레임워크에 대한 이해도가 높은 분 필요한 데이터를 스스로..."
https://kr.indeed.com/viejob?jk=ae15250b0a7f47e0 ,데이터 엔지니어,크로스앵글 서울 여의도,,"데이터 관리 (Auth0) - 블록체인 지갑 인증 (Ethereum, EOS) [자격요건] - 백엔드 & Python 실무 개발경험 3년 이상 혹은 그에 준하는 능력을 갖고 있으신 분 - 새로운 기술에 대해 호기심을 갖고..."
https://kr.indeed.com/viejob?jk=d6c05c588971df5a ,백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),파운트 서울 충정로역,,"경험 - Linux명령어 및shell스크립트 작성 능숙 우대사항 - Python, Java등을 이용한 프로그래밍 경험 네트워크및 서버에 대한 표준화... 립트 작성 능숙 우대사항 - Python, Java등을 이용한 프로그래..."
https://kr.indeed.com/viejob?jk=d017610d9828199c ,"드론 데이터 스타트업, 엔젤스윙 엔지니어",엔젤스윙 서울 관악구,,"Ruby on Rails, Python, C++, AWS AWS, GCP... 기반 웹서비스 개발 경험 디버깅, 최적화 스킬 Javascript, Python, C++ 등 개발언어 중 자신있는 언어가 1가지 이상 있으신 분..."
https://kr.indeed.com/viejob?jk=4fbc49b63296ff88 ,Data Engineer (Analytics/Anomaly-detecti...,LINE Plus corporation 성남 서현역,,"및 추출이 능숙한 자 - VCS(Git) 기반으로 협업하는 것이 익숙한 자 - 데이터 분석 및 추출을 위한 Python, Scala 언어를 사용할 줄 아는 자 [우대사항] - Hadoop 기반 분석 환경(Spark..."
https://kr.indeed.com/viejob?jk=a65baa1929f29393 ,데이터 플랫폼 개발,NHN PAYCO 4.4 성남 판교역,,"Map-Reduce 등 활용 경험 - 데이터 기반의 문제해결 역량 및 논리적 사고 - Java/ Python 등 기본적인 Programing 역량 - 통계분석, 머신러닝 기법 등을 활용한 데이터 분석 경험..."
https://kr.indeed.com/viejob?jk=692486e7a2b0522e ,데브옵스 솔루션 개발자,Nexon 성남 분당구,,"자동화 솔루션 개발 - 애플리케이션 배포 자동화 솔루션 개발 지원자격 - 전체 개발 경력 3년 이상 - Python , Go 등의 서버 사이드 개발 경력 - RESTful API에 대한 이해 - Javascript..."
https://kr.indeed.com/viejob?jk=719aaaeffd746a04 ,FPGA 플랫폼 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스 성남 분당구,"연봉 40,000,000원 - 99,990,000원","logic analyzer 사용 경험(Chip Scope/SignalTap) - Language: Python/Perl(<x... c="""" c - Vivado 또는 Synplify 또는 Quartus II 경험 [우대..."
https://kr.indeed.com/viejob?jk=91d6041cfb272f25 ,(IT인프라) 보안팀 엔지니어,크래프톤 성남 백현동,,"지식 보유 우대사항 -Windows와 Linux를 자유롭게 이용하는 분 -PowerShell, Python 등을 이용해 Tool을 개발할 수 있는 분 -영어를 읽고 쓰고 말하기에 자유로운 분 근무조건 - 근무형태..."
https://kr.indeed.com/viejob?jk=856b50a536c3e74d ,소프트웨어개발 신입/경력 계약직,아이앤아이소프트 성남 분당구,"연봉 35,000,000원 - 40,000,000원",인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++
https://kr.indeed.com/viejob?jk=d04fc2b73edbc742 ,데이터분석가(팀장급),리디 서울,,"대한 이해 및 활용 가능 데이터에 기반한 사고 능력 비즈니스 데이터 분석 실무 경험 데이터 처리 언어 (R, Python, Scala) 사용 경험 추가 정보 우대 사항 데이터 분석팀 리딩 경험 리디 서비스 사용 경험 통계..."
https://kr.indeed.com/viejob?jk=16a0c963a5fe0ea4 ,"서버 개발자 (리눅스, C,C++, TCP/IP 소켓)",비에이블컨설팅그룹 서울 구로구,,인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>네트워크구축·운영·관리|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viejob?jk=6a399a2c059ebbb1 ,System Engineer (South Korea),Confluent 서울,,Computer Science or relevant experience Proficiency in Java or Python with experience developing ETL applications What gives...
https://kr.indeed.com/viejob?jk=de3e259116aee463 ,백엔드 인프라 개발자 (정규직 & 보충역),토이스미스 서울 강남구,,"로세스) 관리 경험 l 자료구조 및 알고리즘에 대한 이해 (스택 & 큐 & 데이터 풀) l Golang, Python, C++, Java 중 하나의 언어를 사용한 멀티코어 프로그램 개발 경험 l REST API 에 대한 설계..."
https://kr.indeed.com/viejob?jk=e62bb1a22d09c5d5 ,2019년 기상청 국가태풍센터 공무직 근로자 (연장),기상청 대한민국,,"소지자 ㅇ 우대조건 - 기상기사, 전산 관련 자격증 소지자 - Python, Fortran 유경험자 국가태풍센터 (제주) 1명 태풍 영향... 전산 관련 자격증 소지자 - Python, Fortran 유경험자 국가..."
https://kr.indeed.com/viejob?jk=dd4d8e59a4a9265d ,Data Specialist (Scientist&&Engineer),아우름플래닛 서울 마포구,,"Tensorflow, Keras, Pytorch, Theano 등)를 하나 이상 사용할 수 있는 분 • R, Python, Scala, SQL 등을 이용한 데이터 분석 및 프로그램 개발 능력이 있는 분 • 데이터 분석 기법..."
https://kr.indeed.com/viejob?jk=3415cf8f57794ab0 ,2020년 빅데이터 및 데이터기획 전문인력양성 교육,한국여성과학기술인지원센터 서울 강남구,,력전환 희망 여성과학기술인 (약 20명) *IT계열 유관 전공자 중 Python 및 빅데이터 관련 교육 이수자 우선 선발 강의 및 실무 프로젝트 진행... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viejob?jk=f3b7d5dec9ee579f ,[경력직 ] AI 시스템 풀스택 웹 개발자,마인즈랩 성남 분당구,,"시스템프로그래머시스템프로그래머 인공지능(AI).빅데이터인공지능(AI), 빅데이터, 머신러닝, DataAnalysis, Python 산업별(업종) SI.SM.ERP.CRM BigData, DataWarehouse"
https://kr.indeed.com/viejob?jk=c78a3c5d7bb7d883 ,웹 애플리케이션 개발자,Nexon 성남 분당구,,"사용 경험 - Maven, Jenkins, Git, SVN Restful API 설계 및 개발 경험 Python 및 Script 언어 중급 이상 비동기 및 병렬처리 프로그래밍 경험 원할한 커뮤니케이션 능력 우대사항..."
https://kr.indeed.com/viejob?jk=36b2d95ca4db80f4 ,Machine Learning Researcher - Speech Syn...,Qualcomm 4.1 서울,,"Representation learning of audio/speech signal - Generative models (VAE, GAN, normalizing flow) - Fluency in Python and C/C++"
https://kr.indeed.com/viejob?jk=85929aac498299cc ,데이터 사이언스 전문가 및 머신러닝 전문가,카카오 4.2 성남 판교역,,명시해 주시기 바랍니다. 지원자격 개발 경력 2년 이상 머신 러닝/데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viejob?jk=1cf825d234463890 ,[피파온라인4] 소프트웨어 엔지니어,Electronic Arts 서울,,관련 논문 및 자료를 이해할 수 있는 영어 능력 keras... tensorflow 사용경험 python을 이용한 코딩 경험 [ 우대 사항 ] Machine Learning 관련 논문을 구현해본 경험 (졸업 작품...
https://kr.indeed.com/viejob?jk=4931bdddafc97c9a ,[해외취업] 게임 서버 엔지니어 정사원/계약사원 중,"CREEK & RIVER Co., Ltd. 대한민국",,"RDBMS으로 개발/운영의 실무경험 ・캐쉬나 NoSQL을 이용한 튜닝의 실무경험 환영스킬, 경험 ・PHP/ Python/C#/Java를 사용한 실무경험(개발/운영)이 있는분 ・Unity등을 이용한 클라이언트경험이 있는분..."
https://kr.indeed.com/viejob?jk=0bb6ea3353ad59dc ,청주기상지청 연구원(기간제 근로자),기상청 대한민국,,"원격탐사자료 특성 분석 ㅇ 지역별 호우 임계값 산정 및 안개 예측지수 개발 검증 지원 ㅇ 프로그램 언어( Python, 포트란, C, JAVA), 통계프로그램(SSPA, R), 서버운영(유닉스, 리눅스) 등 유경험자 ㅇ..."
https://kr.indeed.com/viejob?jk=199189698f0d215c ,"Python, PHP 외 경력 정규직",드래곤에이치알 서울 강서구,,제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터...
https://kr.indeed.com/viejob?jk=498cbbf909edbab6 ,Global Payment 데이터 분석,LINE Plus corporation 성남 판교역,,"분석 가능 - Data Visualization 능력 - 데이터 분석/모델링을 위한 언어 가능 (R/ Python/Scala 등) - Hadoop M/R, Hive, Spark 등 빅데이터 분석 플랫폼 사용 경험자 - 해외..."
https://kr.indeed.com/viejob?jk=9b44934f71fd85f6 ,신규 글로벌 Entertainment 서비스 API 서버 개발,LINE Plus corporation 성남 정자역,,"개발 [자격요건] - 영어 문서를 읽는 것에 대한 지장이 없는 자 - C#, Java, Kotlin, Python, Go 언어 중 하나에 능숙한 자 - 새로운 언어를 배우는 것에 거부감이 없는 자 - 컴퓨터 공학..."
https://kr.indeed.com/viejob?jk=abfc94fd3a20ea51 ,Senior RF/mmW Hardware Lead Engineer,Apple 서울,,"Programming and scripting languages... C, Java, Python, MySQL, or MATLAB Description - Local leader of our on-site..."
https://kr.indeed.com/viejob?jk=05ce3c7d5c6c368c ,Research Engineer - Machine Learning,AITRICS 서울,,learning approaches One or more software engineering skills ( Python preferred) Experience in using deep learning frameworks...
